name,dialog
Doc, I sense human activity aboard this ship...
Luccia, Is dis a ghost ship? ...Highly illogical.
Fargo," Arg! Ya seem ta be a bit young for one of Lynx's subordinates. Well, who cares!?"
Member, What do you want from us!?
Fargo, That's up ta you...
Fargo, But first thing's first...
Fargo, What is yer intention?
Member, ???
Kid," That's a load of bull! We don't work for them! We're out to get 'em! Get in our way and I'll kick yer arse so hard, you'll kiss the moons!!!"
Poshul, We're not playing thtupid. Me have no idea what you're talking about.
Leena," No, no, no, you're mistaken. We're actually after them. They're our enemy! E-N-E-M-Y!"
Pierre," Non, non, non, non, non... You are very much mistaken. We are in pursuit of them."
Nikki, You surely don't believe that we are their allies?
Korcha," WhatCHA talkin' 'bout!? Since when are we on the same team as Lynx!? We're after them, OK!?"
Glenn," You do not have the facts straight. We, too, are in hot pursuit of Lynx. Do not hinder our mission to Fort Dragonia."
Macha, Can'tCHA see you're wrong? We're after them! Leave us alone!
Doc, It appears that you are mistaken. We are after them...
Luccia, Sigh... Dis is vhy it is so difficult dealing vith imbeciles like you.
Fargo, Huh? Are ya serious? Explain yerselves.
Fargo, I see... So that explains why you're after Lynx.
Fargo, But... Don't ya know you're riskin' yer lives? Don't ya recognize the danger associated with Lynx? He's a monster... A cold-blooded monster... An incarnation of death...
Fargo," To be frank with ya, we've had our share of encounters with Lynx, too. But that was a long time ago... Ever since then, we've had ta disguise ourselves as this ghost ship."
Fargo," So you're gonna face Lynx, eh...? That's easy to say, but..."
Kid, Cut the crap and get to the point!!!
Poshul, Tho what'th your point?
Leena, But what...!? Huh!?
Luccia, Speak your mind.
Member, What are you getting at?
Fargo, Arg! Bring out our you-know-what!
Fargo, I just wanna see if you youngsters can match up to the likes of Lynx. Just makin' sure you're not all talk.
Fargo, Looks like they're ready. Let's see what you can do!
Fargo, Just loosenin' ya up! Time ta get serious!!!
Fargo, What? They're not worthy enough opponents for ya!?
Fargo, Polly!!!
Fargo, Arg! Are ya just playin' with me!?
Fargo, Arg... Stronger than I expected. You got me blood boilin'.
Fargo, I'm next!!!
Fargo, Jolly ho! Up and at 'em!
Fargo, Now that smarts...!
Fargo," Not bad... But keep in mind, we be pirates!"
Fargo, Hah! You're pretty good at runnin' from fights!
Serge, ???
Member, Serge!!!
Fargo," Well, that's that! Arg! Stick these land- lubbers in the hold!"
Member," Are you alright, Serge? You don't look so well."
Member, Be on your guard. There's something going on outside.
Member, Something's up...
Member, What are these monsters doing here? What's going on?
Kid, Ya think the almighty Kid would go down that easy!?
Kid," Anyways, what the bloody hell is goin' on here!?"
Poshul, PO-SHU-SHU! Piece of cake!
Poshul," By the way, what ith going on here?"
Leena," Oh, they were nothing against the likes of us!"
Leena," So, what was that thing? What's going on?"
Pierre," Ahh la lah! Please, I am not a weakling like you...!"
Pierre," Tell us what's going on here, oui?"
Nikki, Heh... Easier than playing the bass.
Nikki," By the way, what's going on?"
Korcha, Don'tCHA realize we're a cut above the rest?
Korcha," By the way, what's goin' on, here?"
Glenn, My dragoon training is a lot harder than that.
Glenn, Do tell me... What is happening here?
Macha, CHA-HA-HA! They're no match for us!
Macha, But what's goin' on here? Don'tCHA know?
Doc," That was not nearly sufficient to bring us down, dude."
Doc," By the way, what is your prognosis of this situation?"
Luccia, My being here vill be pointless if ve are defeated.
Luccia, By the vay... Vot is going on here?
Member, We don't go down that easily.
System, There's a note... 'Key duty is a big responsibility!'
System, It's locked...
System, Serge borrowed the 'key.'
System, Serge borrowed the 'key.'
System," Serge received the 'key.' Did ya find the key? Oh good. You should be able to make yer way to the deck with that. Please help out Cap'n Fargo. Uhhh... I'm on key duty, but with all this chaos, I...uhhh... gave it to the nearest matey around me. I was in such a panic, I don't quite remember who I gave it to. I'm sure he's downstairs... somewhere..."
System, Used 'key!'
System, Pip joined your party!
System, Pip forced his way into your party!
Fargo, Arg! You call yerselves sea-dogs!? Show some spirit!!! Huh!?
Fargo, Get yer... stinkin'... ghostly hands...
Fargo, OFF ME...!!!
Fargo, ARG!!! Looks like we got a big one comin'!
Fargo," (Damn, me arm...)"
Fargo," Yer name's Serge, eh!? Go take the wheel!"
System," ~~~Aye-aye, Cap'n! ~~~But I've never done it before"
Fargo, I'm countin' on ya!
Fargo," No time ta fuss! When I tell ya to do it, YOU DO IT!!!"
Fargo," Keep yer heads high, mateys! Don't forget we be pirates aboard the S.S. Invincible!!! Man yer stations! It's time ta show these monsters what we're made of!!!"
Nikki, The name of this ship is the S.S. Invincible...!? Then... That means...!
Fargo, Serge!!! Keep yer head high! They're comin'!!!
Fargo," Huh!? I can't believe you would flee! Get it together, matey! Get back on the wheel once you equip yerselves!"
Fargo, Looks like the sea's back to normal...
Fargo, You said you were headin' to Fort Dragonia to go after Viper and his men.
Fargo, Let me give ya some advice.
Fargo," Mount Pyre is a fiery hell. Without any protection against fire, you'll lose strength fast. I suggest ya go see the Water Dragon for his divine protection."
Fargo, Although I haven't heard much about him recently. I wonder if that dragon's
Fargo," Actually... I haven't heard much about the other dragons, either."
Fargo, And those monsters we just beat... What's goin' on nowadays...?
Fargo," ...... I tell ya, even the sea seems ta have changed its nature..."
Fargo, It's probably because we human folks have come around...
Kid, Yeah...yeah... I don't need this mushy talk from a pirate.
Poshul, It racks perthuathiveneth when thaid by a pirate.
Leena, Hee... Didn't think pirates had a sentimental side.
Pierre," Ahh la lah... I comprendre what you're saying, but coming from a pirate..."
Nikki, ...... Please...not from a pirate.
Korcha, Don'tCHA know you're a pirate? Why get all sentimental?
Glenn, I never thought I would hear something like this from a pirate.
Macha, WhatCHA talkin' about? I thought you were a pirate?
Doc," Hah haha... That is quite interesting, coming from a pirate-dude."
Luccia, Vhy must I hear dis from a pirate?
Fargo, In the name of Davy Jones... What have we done...?
Nikki, Do you... have any children?
Fargo, Huh? What kind of question is that...?
Fargo," Children, eh...? Yeah, I do. But it may be more appropriate to say I did..."
Fargo," I had two children, but they both died... That was long, long ago..."
Fargo," If my son were still alive today... why, he'd be 'bout yer age..."
Nikki, I'm sorry...
Fargo," Hah! Don't worry 'bout it, matey. That was a long time ago. But...why do ya ask?"
Nikki," I-It's nothing... I just felt like asking, that's all..."
Fargo," ...... Well, alright. Take care of yerself."
Fargo," Ahoy, mateys! Make yerselves at home."
Girl,
Member, ...What's going on? Where's Kid...? Don't tell me she...
Member, Serge... It's not your fault...
Kid, ...What're you guys all doin' there?
Kid," Oi, it's been a while, eh? But what's with the astonished look on yer faces?"
Kid," Huh, what? Where was I? Oh, I complained about this sissy gown, but then they hid me own clothes somewhere to stop me from tryin' to escape..."
Kid," So I had no choice but to take a walk around the village lookin' like this. Anyway, what's up with you guys? Didja come back because you were worried about me?"
Kid," Heh, I ain't gonna drop dead from such a weako poison like that...! But, I guess it was a pretty close call this time, eh... Hehe."
Member, But how did you neutralize the poison?
Kid," Sorry, I haven't the foggiest idea, either. The doc will be back this afternoon, so let's ask him then."
Doc, You are here to ask me how I was able to neutralize the poison?
Kid," ...Yeah. There's nothing to lose by knowing how, right Doc?"
Doc," It was a coincidence... No, it was probably an act of fate. After you left the village, a young man came to visit me upon hearing of the patient's condition from a villager. He had brought a certain item with him."
